created_at,user.name,user.description,text,extended_tweet.full_text,entities.hashtags
Sat Aug 08 15:36:43 +0000 2020,Guardami,Siamo stanch* di essere sovradeterminat*! Per questo abbiamo deciso di lanciare una campagna per far riconoscere le nostre rivendicazioni sociali e politiche.,"#guardami sono Antonia Monopoli e sono una donna trans vittima di stalking causa transfobia

https://t.co/EBEW6lLSsX https://t.co/vpUgFGlxd3",,"[{'text': 'guardami', 'indices': [0, 9]}]"
Sat Aug 08 16:05:32 +0000 2020,𝙨𝙚𝙧𝙚 𝙣𝙚𝙧𝙚🦋,"rad-leaning & gender critical♀️                                                    
bi, not p*n, not qu*er🏳️‍🌈 ravenclaw🌬️",@egosmisurato porca la madonna lo capite che trattare le persone trans come fossero un terzo sesso è transfobia o volete il disegnino?,,[]
Sat Aug 08 23:05:45 +0000 2020,𝗞𝗸𝘆𝘂⁷₂₈🍓📌ʷᵃˡˡˢ ᵃᵒᵗʸ 🚫men🤢,"Koo's pink hair luv bot🍓🐰


°fan account°","@Geggetrailibri Nono la legge si chiama proprio omobitransfobia, perché omo da omosessualità e anche se viene intes… https://t.co/ANZIzcbNAw","@Geggetrailibri Nono la legge si chiama proprio omobitransfobia, perché omo da omosessualità e anche se viene inteso molte volte solo per i maschi gay omosessuale significa attrazione verso lo stesso sesso quindi vale per entrambi i generi per questo la legge dice solo omo e non lesbo!!!",[]
Sun Aug 09 09:29:49 +0000 2020,Pignatelli Mimmo,La luce squarcia sempre le tenebre... non è una legge naturale ma soprannaturale! Per questo non sarà mai il contrario!,"@FebeDiCencrea La pensassero tutte come te...ne avremmo comunque di finocchi ma ""con l'orgoglio"" no eh. E gli etero… https://t.co/nwM0WsgHGT","@FebeDiCencrea La pensassero tutte come te...ne avremmo comunque di finocchi ma ""con l'orgoglio"" no eh. E gli etero allora saremmo tutti coglioni che non facciano ""l'etero prude""??? https://t.co/7HsYlmFgE8...,😂",[]
Mon Aug 10 00:42:04 +0000 2020,Pelucha_Melchizedec 💚🗿🇮🇹.⭐️⭐️⭐️,"Researcher.
(with fire balls and true love)🏵",@flyinglasagna Col pdl #Zan rischio la galera per #omofobia se dico che questa dei trans che si mettono ad allattar… https://t.co/uYzAbjDPHb,"@flyinglasagna Col pdl #Zan rischio la galera per #omofobia se dico che questa dei trans che si mettono ad allattare è una schifezza!
Non importa, continuerò a dirlo
Gli adulti facciano come vogliono, ma i bambini devono avere mamma e papà. https://t.co/CMuN0WM4lj","[{'text': 'Zan', 'indices': [23, 27]}, {'text': 'omofobia', 'indices': [50, 59]}]"
Mon Aug 10 08:52:28 +0000 2020,crybaby🍼,"slytherin 🐍 • proud cancer 🦀 • political science degree, fighting for human and animal rights • (empathic) feminist⚡️bieber stan since 2010 🙆🏻‍♀️",femminista che sosteneva che gli uomini trans sono più privilegiati di altri membri della comunità lgbt+ in quanto… https://t.co/s8FD7SspsW,"femminista che sosteneva che gli uomini trans sono più privilegiati di altri membri della comunità lgbt+ in quanto uomini. premetto che non si è capito effettivamente se si intendesse uomo come identità di genere o sesso biologico, poiché le considerazioni cambiano in base a -",[]
Mon Aug 10 10:28:30 +0000 2020,s.,la coscia destra della sinistra,Potrete insultare i froci liberamente anche con la legge contro l’omofobia. Lo fate con i Rom da anni e nessuno vi ha mai toccato.,,[]
Mon Aug 10 20:39:40 +0000 2020,Il Barp 🌊🥁,"Bellunese
gens Barbia",Sarri ha un limite evidente. La prima volta si è palesato quando in piena lotta per lo scudetto diede del Frocio a… https://t.co/iFx2Lof9oU,"Sarri ha un limite evidente. La prima volta si è palesato quando in piena lotta per lo scudetto diede del Frocio a Mancini. l'uomo ha un limite, quando è sotto stress perde la calma. È un limite che un presidente deve considerare. E su Sarri è tutto ciò che ho da dire https://t.co/D1Iqw5sskJ",[]
Mon Aug 10 21:47:00 +0000 2020,lolino2008,"♐Loris♐
🎈11 yo🎈
Fiero di essere me stesso🏳️‍🌈✌🏻
🏳️‍🌈LG(B)T🏳️‍🌈","Fanculo voi avete diritto a tutto,noi della LGBT (bisex)
Non possiamo amare nessuno FANCULO 🖕🏻.
frocio dillo a qual… https://t.co/V1uHtydmqM","Fanculo voi avete diritto a tutto,noi della LGBT (bisex)
Non possiamo amare nessuno FANCULO 🖕🏻.
frocio dillo a qualcun altro razzista e omofoba di merda",[]
Tue Aug 11 08:41:08 +0000 2020,𝕻𝖔𝖑𝖙𝖊𝖆𝖌𝖊𝖎𝖘𝖙 𝔟𝔦𝔫𝔬𝔠𝔲𝔩𝔞𝔯,"● 27 anni, un mucchio di libri, gatti e tè ✝️ witchcraft ● She/her.",@thestormismysun Io da cis ho sempre visto chiedere di farlo per aiutare a proteggere la comunità trans e lgbtqia i… https://t.co/Q7uEFgEI45,"@thestormismysun Io da cis ho sempre visto chiedere di farlo per aiutare a proteggere la comunità trans e lgbtqia in generale, quindi li ho messi.",[]
Tue Aug 11 11:35:57 +0000 2020,tommy,⚧™,vi basta una (1) ricerca sulle statistiche riguardanti le persone trans e la transfobia per rendervi conto di quant… https://t.co/5FgmyacAeg,"vi basta una (1) ricerca sulle statistiche riguardanti le persone trans e la transfobia per rendervi conto di quanto cazzo siate privilegiati voi cis.
ed essere privilegiate rispetto alle donne trans in quanto cis non significa che non possiate essere oppresse da altre categorie.",[]
Tue Aug 11 11:37:56 +0000 2020,Davide Spano,"Davide, #proudlysardinian, European, globalist.
Tourism aware, photographer and bycicle rider for passion around Marmilla.
EVO Oil Lover",@HuffPostItalia Quindi fa il frocio (e mi scusi il movimento LGBT) con il culo degli altri. #applausi,,"[{'text': 'applausi', 'indices': [92, 101]}]"
Tue Aug 11 12:04:35 +0000 2020,Domenico Fiori,Imprenditore del SW Industriale con molta esperienza all'estero ed una sfiorata iscrizione al Mensa.,"@kat_prima E i finocchi? Le lesbiche? I trans? I queer? I pedofili? Li accettano?
Gli ultimi li ""accetterei"" volent… https://t.co/vgTNlC9Avk","@kat_prima E i finocchi? Le lesbiche? I trans? I queer? I pedofili? Li accettano?
Gli ultimi li ""accetterei"" volentieri anche io.
Lontano da occhi indiscreti ed in folta presenza di lupi, orsi, volpi e cinghiali.",[]
Tue Aug 11 12:25:30 +0000 2020,DexterSugar,,@welcometogillis Immagina non sostenere i diritti dei trans https://t.co/GzJ3Tej41s,,[]
Wed Aug 12 08:58:53 +0000 2020,Mojojo Cattaneo,Fuori dal 40%,"@Romamia11 @tito_ri Wow. Quindi oggi il mondo è dei froci?
Forse è per questo che lottano ancora per pari diritti e… https://t.co/qCZ2AW9kgA","@Romamia11 @tito_ri Wow. Quindi oggi il mondo è dei froci?
Forse è per questo che lottano ancora per pari diritti e leggi contro la discriminazione. ...",[]
Wed Aug 12 09:14:08 +0000 2020,Globalist.it,"#Globalist il Quarto Stato dell'informazione, la prima syndication di siti e di giornalisti indipendenti","La storia di Hande Kader, donna trans vittima della Turchia feroce che uccide i diritti
@PossibileLGBTI… https://t.co/SREcqhJ4z1","La storia di Hande Kader, donna trans vittima della Turchia feroce che uccide i diritti
@PossibileLGBTI @PossibileIt 
https://t.co/lS1rc66qkj",[]
Wed Aug 12 10:05:40 +0000 2020,~𝐋𝐮𝐜𝐚~,"Sounds gay...
I'm in!","Ieri parlando con una mia amica lesbica del tema lgbt continuava a dire anziché “gay”, “frocio”. E non mi interessa… https://t.co/YyXiOC23Ne","Ieri parlando con una mia amica lesbica del tema lgbt continuava a dire anziché “gay”, “frocio”. E non mi interessa se uno è etero o no, se dice “frocio”, “ricchione” ecc... mi vengono in mente tutti quei momenti in cui sono stato insultato con questi termini.
E fa male...",[]
Wed Aug 12 14:51:28 +0000 2020,Bo Summer's,"La storia vA cerchiata,
la mia libreria è ora solo su http://bibliodibo.it 
scrivo di poesia e altro per http://cultura.gaiaitalia.com/cat/zio-bo/","Hande Kader è stata una donna trans uccisa a Istanbul nel 2016, bruciata viva. Durante il Pride 2015, proibito da E… https://t.co/Ng0IE0kUVc","Hande Kader è stata una donna trans uccisa a Istanbul nel 2016, bruciata viva. Durante il Pride 2015, proibito da Erdogan, le sue foto mentre veniva arrestata fecero il giro del mondo
https://t.co/QRyz4PpffU",[]
Wed Aug 12 15:00:00 +0000 2020,estar guars,May the Force be with you || radfem 🦊 || @IansoIo is my Pedro Pascal,"@erostanca Se questo può aiutare le persone trans sui social, ben venga. Ma la gente ne parla come se la transfobia… https://t.co/NEoleIu6CR","@erostanca Se questo può aiutare le persone trans sui social, ben venga. Ma la gente ne parla come se la transfobia fosse stata effettivamente sconfitta e mm nope. Cioè magari fosse così semplice sconfiggere l'oppressione",[]
Wed Aug 12 17:22:32 +0000 2020,fainfo esteri,Fai Informazione è uno strumento per promuovere l'informazione digitale in modo democratico. In questo profilo sono visibili i post della sezione Esteri.,In Russia sempre più omotransfobia di Stato: legge contro i cittadini transgender  La Russia ha appena approvato la… https://t.co/uf9zggW6zo,"In Russia sempre più omotransfobia di Stato: legge contro i cittadini transgender  La Russia ha appena approvato la nuova Costituzione con norme anti-LGBT+, dove si vieta il matrimonio tra persone dello stesso sesso.   Adesso alla Duma (la… https://t.co/BtgEOHg0jZ",[]
Wed Aug 12 17:57:11 +0000 2020,Nana ㋛,+𝐺𝑖𝑟𝑙 𝑦𝑜𝑢 𝑘𝑛𝑜𝑤 𝑦𝑜𝑢’𝑟𝑒 𝑙𝑜𝑠𝑡 𝐿𝑜𝑠𝑡 𝑖𝑛 𝑡ℎ𝑒 𝑡ℎ𝑟𝑖𝑙𝑙 𝑜𝑓 𝑖𝑡 𝑎𝑙𝑙+ she/her,"Ripetiamolo insieme non potete dire frocio se non siete lgbtq+ come i non neri non possono dire la n word 
Are u that stupid?",,[]
Thu Aug 13 04:24:01 +0000 2020,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,"APPIT — La storia di Hande Kader, donna trans vittima della Turchia feroce che uccide i diritti: Il ritrovamento. H… https://t.co/Qt3E5HLVfy","APPIT — La storia di Hande Kader, donna trans vittima della Turchia feroce che uccide i diritti: Il ritrovamento. Ha fatto una fine orribile, Hande Kader, 23 anni, icona del movimento Lgbt turco sin da quando nel 2015 aveva sfidato gli idranti della ...… https://t.co/vLIVaK9WjG",[]
Thu Aug 13 04:26:02 +0000 2020,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,"Stigmabase | ITA —  La storia di Hande Kader, donna trans vittima della Turchia feroce che uccide i diritti: Il rit… https://t.co/luAlqRvqYZ","Stigmabase | ITA —  La storia di Hande Kader, donna trans vittima della Turchia feroce che uccide i diritti: Il ritrovamento. Ha fatto una fine orribile, Hande Kader, 23 anni, icona del movimento Lgbt turco sin da quando nel 2015 aveva sfidato gli… https://t.co/s8Ibqgn5Cj",[]
Thu Aug 13 17:45:06 +0000 2020,§ařä🏳️‍🌈//gaynondichiarata,"se è quello che vuoi,se ti rende felice...allora fallo.","stessa cosa sulla comunità Lgbt.
Dice di essere pro e tutto ma,se vede un* ragazz* trans subito si mette a dire ""gu… https://t.co/7K8DvyRWFE","stessa cosa sulla comunità Lgbt.
Dice di essere pro e tutto ma,se vede un* ragazz* trans subito si mette a dire ""guarda quel** trans ecc) mi ha rotto il cazzo sinceramente",[]
Thu Aug 13 17:55:18 +0000 2020,Communista così,Studente - Comunista Stalinista - Misantropo inguaribile - Dario Greggio is my God,@IncorruttibileL @moro_thomas -protestano qui sono tutti froci che sventolano bandiere arcobaleno e sono strumental… https://t.co/KaGQFtj7iv,@IncorruttibileL @moro_thomas -protestano qui sono tutti froci che sventolano bandiere arcobaleno e sono strumentalizzati e solo i rizzisti sono veri comunisti?,[]
Fri Aug 14 07:43:54 +0000 2020,giovanni,I‘m nicer when I complain. | he/him,Musicalmente uno degli anni più froci e noi non possiamo ballare questa è omofobia ladies,,[]
Fri Aug 14 10:05:49 +0000 2020,Kelly Laborsa,dicono di me: 'Dario Ballini D'Amato è la gioventù bruciata terrificante LGBT' - @ItaliaViva,"Vedi caro @ferruccio_sansa,
Ci sono ""finocchi"" che lo fanno orgogliosamente col culo proprio. E che altrettanto org… https://t.co/x0DSCMQTIF","Vedi caro @ferruccio_sansa,
Ci sono ""finocchi"" che lo fanno orgogliosamente col culo proprio. E che altrettanto orgogliosamente non hanno niente a che fare con chi come te pensa sia divertente sfoggiare sto schifo.

E io sono fra quelli. https://t.co/2ojATOfII6",[]
Fri Aug 14 13:59:09 +0000 2020,Marco Di Maio 🇪🇺🇮🇹,"Romagnolo, Deputato di @ItaliaViva eletto nel collegio uninominale Forlì-Faenza",“Non sono tutti finocchi col culo degli altri”. Mentre il parlamento discute la legge contro l’omofobia su impulso… https://t.co/ZZFOUy3SMj,"“Non sono tutti finocchi col culo degli altri”. Mentre il parlamento discute la legge contro l’omofobia su impulso di Pd e M5S, il loro candidato alla presidenza della #Liguria, Ferruccio #Sansa, decide di uscirsene così in diretta Facebook. Ma non era lui quello di “sinistra”? https://t.co/IvygJzZbvO",[]
Fri Aug 14 14:54:32 +0000 2020,Sir Thomas,Milanese mancato.                                                         Potrei scrivere cose cattive a volte.,Gli etero sono cringe via finocchi con i capelli arcobaleno ed i vestiti da donna,,[]
Fri Aug 14 18:07:26 +0000 2020,Karl Marx stan account #antifa #facciamorete,Classico esempio di post-comunista che vede nell'orientamento sessuale una contrapposizione conflittuale tipica della concezione ottocentesca di lotta di classe,@Brandofrascella Si ma non mi venire a dire che grazie a lui persone gay e trans hanno conquistato i loro diritti,,[]
Sat Aug 15 11:47:48 +0000 2020,TMWItalia,Tweets sulla rappresentazione trans 🏳️‍⚧️ e non binaria nei media e come migliorarla. La distorsione è l'anticamera della violenza.,"La #transfobia a più livelli rende le sex-workers sulla strada un bersaglio mobile di violenza, e le donne trans ch… https://t.co/xp1GkcyZvm","La #transfobia a più livelli rende le sex-workers sulla strada un bersaglio mobile di violenza, e le donne trans che sex-workers non sono, un bersaglio dello scherno. In ogni caso senza di noi l'italiano transfobico medio non riesce ad avere un'autostima.  https://t.co/WZjpJgWpYx","[{'text': 'transfobia', 'indices': [3, 14]}]"
Sat Aug 15 14:31:21 +0000 2020,Adele22,"Non pretendo di avere la verità, pretendo di dire ciò che penso e se questo non piace, pazienza. #profamily Nel lungo tempo vinceranno gli ortodossi #sallo","@TerreImpervie @FartFromAmerika Na famiglia nazista, dov'è l'arcobaleno, e il trans prostituta? E i figli con amico nero? (sto scherzando) 😂",,[]
Sat Aug 15 18:37:42 +0000 2020,ⁿᵉᵇʸ,"dumb dumb | marxist-leninist | asexual | nonbinary | poc | artist | he/she/they | gender is a social construct, Jake Rodriguez said that and he’s freaking right","@tacticalgoats quindi una persona pan è bi ma con bifobia interiorizzata ? what’s next, saying that a gay man can’t be with a trans man ?",,[]
Sat Aug 15 22:31:48 +0000 2020,Brava Karen,"They say that I’m a jewel but I feel cheap, I look like gold but stain your fingers green.",Ma dio santo ma SMETTETELA DI ASSUME CHE LA GENTE È ETERO SOLO PERCHE NON VA IN GIRO URLANDO CHE È FROCIA E QUEER E… https://t.co/KjNSjwVc4P,"Ma dio santo ma SMETTETELA DI ASSUME CHE LA GENTE È ETERO SOLO PERCHE NON VA IN GIRO URLANDO CHE È FROCIA E QUEER E ROBE MA DIO SANTO. Io non mi presento “ ciao sono etero/ciao sono bi/ciao sono gay” il fatto che vi piaccia la figa non è un personality trait, sorry.",[]
Sun Aug 16 08:54:02 +0000 2020,-𝖗_𝖋- bₑ ₕₐₚₚy ᵢₙ ₜₕᵢₛ fᵤcₖᵢₙg ₛₕᵢₜ⁷,"🎀 𝒾𝓃𝓃❀𝒸𝑒𝓃𝓉, 𝒾 𝓈𝓌𝑒𝒶𝓇 🎀","Fanculo quelli contro la famiglia arcobaleno

Qualunque bambin* preferirebbe avere due genitori dello stesso sesso… https://t.co/YmTOZM0ODA","Fanculo quelli contro la famiglia arcobaleno

Qualunque bambin* preferirebbe avere due genitori dello stesso sesso che si amano invece di un padre e una madre che non fanno altro che litigare o peggio ancora che se la prendono con il figlio stesso.",[]
Sun Aug 16 15:36:12 +0000 2020,roberto,,"Me li vedo già, lesbiche, femministe e trans in piazza ""uniti"" contro l'omofobia https://t.co/YETnRXu02w",,[]
Sun Aug 16 15:57:10 +0000 2020,cesare,Democratico a tratti anarchico. Amo le persone e gli animali. Non voglio confini.  🐟🐟🐟 comprando online inquiniamo il mondo e permettiamo lo sfruttamento 🌈,#Ungheria Firma l'appello di @amnestyitalia per proteggere i diritti delle persone trans e intersex #drop33  https://t.co/DTBAM6Ampt,,"[{'text': 'Ungheria', 'indices': [0, 9]}, {'text': 'drop33', 'indices': [100, 107]}]"
Mon Aug 17 09:33:45 +0000 2020,Izuku Midoriya #IoVotoNO,,"Ma, infatti, ricchione&amp;ignorante: Lotta per l'indipendenza dell'India (1914-1945) «Un paese rimane in povertà, mate… https://t.co/gK7TlINRIL","Ma, infatti, ricchione&amp;ignorante: Lotta per l'indipendenza dell'India (1914-1945) «Un paese rimane in povertà, materiale e spirituale, se non sviluppa il suo artigianato e le sue industrie e vive una vita da parassita importando manufatti dall'estero[»
https://t.co/WKUyG4bqrg",[]
Mon Aug 17 10:54:10 +0000 2020,"Eli, ma a dieta",Eli/30 NB/🇮🇹/spammo sulla mia vita monotona e sui miei pokémon ciccini,"...però con la gonna a ruota di jeans, il cardigan bianco e gli occhiali a cuore color trans pride mmmh sarei la di… https://t.co/FmZ2vl88Zn","...però con la gonna a ruota di jeans, il cardigan bianco e gli occhiali a cuore color trans pride mmmh sarei la disaster witch dei miei sogni",[]
Mon Aug 17 19:37:33 +0000 2020,PoOTeEeeEtO,me🤝essere un clown,@EleshNightmare ogni giorni perché si ama una persona dello stesso sesso.L’omofobia esiste e non è solo disprezzare… https://t.co/mq0IMLKeMn,@EleshNightmare ogni giorni perché si ama una persona dello stesso sesso.L’omofobia esiste e non è solo disprezzare è anche violenza e  grazie a questi omofobi la gente ha puara di esprimere se stesso.,[]
Mon Aug 17 23:59:41 +0000 2020,Rocco #VitaDaVip,"LGBT+ Activist, Intersectional Feminist. ENTJ-T","Non essere attratti dalle persone trans è transfobia?
1) A conosce B, ne è attratto, poi scopre che è transgender e… https://t.co/WMlP8hrZIr","Non essere attratti dalle persone trans è transfobia?
1) A conosce B, ne è attratto, poi scopre che è transgender e non vuole più uscirci.
2) A conosce B, non ne è attratto, non ci esce. B capita essere transgender.
3) A non è attratto da B PERCHÉ transgender.",[]
Tue Aug 18 11:49:39 +0000 2020,ᵐⁱᶜ ˑ ༄ؘ *:･ﾟ✧,protettrice suprema della comunità bisessuale ⚔️ se non supportate la misandria e l’eterofobia non interagite con me grz,"la comunità lgbt è solo per chi è attratto dallo stesso sesso e/o ha disforia
noi non dobbiamo un cazzo a nessuno,… https://t.co/QFbqyUFbh6","la comunità lgbt è solo per chi è attratto dallo stesso sesso e/o ha disforia
noi non dobbiamo un cazzo a nessuno, specialmente agli etero.
non me ne frega un cazzo degli etero, degli etero che si inventano etichette, di quelli che fanno bdsm o sono poliamorosi BASTA",[]
Tue Aug 18 12:23:26 +0000 2020,mar ⛓,my body little my soul is heavy | intj with a god complex,@asiaxoccidente la comunità lgbt racchiude persone attratte dallo stesso sesso o con disforia di genere. un asessua… https://t.co/Zx9d2KXpS4,@asiaxoccidente la comunità lgbt racchiude persone attratte dallo stesso sesso o con disforia di genere. un asessuale esclusivamente in relazioni etero non è lgbt. tuttavia gli asessuali meritano una propria comunità e senz'altro le due possoni collaborare.,[]
Tue Aug 18 14:19:24 +0000 2020,apostolo,big dick energy,ah e per tua informazione la parola n**ri è un offesa così come frocio se non fai parte della lgbt+ per cui evita,,[]
Tue Aug 18 14:29:40 +0000 2020,mich o mike,comedy CEO since '94  @yungblud,"raga mi semvra molto la discussione fra etero che si offendono perché quelli nell'lgbt si chiaman frocio a vicenda
dude read the room",,[]
Tue Aug 18 19:36:57 +0000 2020,T-bone quartiermastro del capitano Flint,"‘I am glad that you are here with me,’ said Frodo. ‘Here at the end of all things, Sam.‘ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ metal; mcu (x-men); hp; lotr (the hobbit) ⠀ ⠀ ⠀ ⠀ she/her",ho detto a mia madre che alcuni termini per la comunità lgbt non possono essere usati (lei dice travestito e da del… https://t.co/Lu10TaQrvG,ho detto a mia madre che alcuni termini per la comunità lgbt non possono essere usati (lei dice travestito e da del lui a una donna trans) e tento di educarla e lei mi fa “ma se ci soffermiamo su queste sottigliezze non ne usciamo più” no karen quanto ti dico che&gt;,[]
Wed Aug 19 08:36:22 +0000 2020,Eʟᴇɴᴀ¹ᴰ 🌦,•mentalmente instabile ed eccessivamente lunatica @zaynmalik ♡ @onedirection ❱❱❱❱❱,"@deadbycringe purtroppo oggi ci sono persone che vanno ancora contro i trans e la lgbt+ im generale, ma, oggettivam… https://t.co/ySqp6I82g6","@deadbycringe purtroppo oggi ci sono persone che vanno ancora contro i trans e la lgbt+ im generale, ma, oggettivamente, come fa ad essere pericoloso?",[]
Wed Aug 19 11:00:22 +0000 2020,Keryna⁷,"#JIMIN: 𝑹𝑨𝑫𝑰𝑪𝑨𝑳 𝑭𝑬𝑴𝑰𝑵𝑰𝑺𝑻, 𝑮𝑬𝑵𝑫𝑬𝑹 𝑬𝑸𝑼𝑨𝑳𝑰𝑻𝒀",@neoplatonically beh perché escludere i trans è utilissimo nella lotta,,[]
Wed Aug 19 12:25:42 +0000 2020,bIm // fred,"🏳️‍🌈✨ pansexual, polygamus and genderqueer ( they/them ) ✨🏳️‍🌈","tw: transfobia

2. la comunità trans ed enby viene molte volte derisa e vista come ""anormale"" perché inserisce i pr… https://t.co/KM2cV5c7Qf","tw: transfobia

2. la comunità trans ed enby viene molte volte derisa e vista come ""anormale"" perché inserisce i pronomi che preferisce in bio. Se le persone cis inserissero i loro pronomi in bio verrebbe vista come qualcosa di normale (qual è) e ci sarebbe meno transfobia",[]
Wed Aug 19 12:45:44 +0000 2020,bIm // fred,"🏳️‍🌈✨ pansexual, polygamus and genderqueer ( they/them ) ✨🏳️‍🌈","tw: transfobia e in the closet

PER LE PERSONE CIS: molte volte le persone trans o enby non fanno/non vogliono fare… https://t.co/EhB0UXYdOK","tw: transfobia e in the closet

PER LE PERSONE CIS: molte volte le persone trans o enby non fanno/non vogliono fare coming out, per qualsiasi motivo, quindi in quel caso possono non mettere i pronomi in bio per non sentirsi in pericolo, visto che magari possono essere",[]
Wed Aug 19 18:45:09 +0000 2020,Shjngo,"Tifo Roma, stigrancazzi dei giocatori e dei finti profeti.",@jerryscottismo @_FaDiR E ogni tanto Magni sottolineava che Pallotta era frocio bisbigliando Roma Merda?,,[]
Thu Aug 20 06:27:43 +0000 2020,calibano12,Non saranno ragionevoli. Neanche un po'.,E un trans no? #stoptransfobia @JungerMatilda si faccia sentire!,,"[{'text': 'stoptransfobia', 'indices': [15, 30]}]"
Thu Aug 20 10:13:10 +0000 2020,𝖄𝐎𝐒𝐇𝐈𝐌𝐕𝐑𝐀.,𝑺𝑬𝑲𝑰𝑮𝑨𝑵 - - - 高槻 泉 | AOGIRI.,"sono cinese, frocia e donna e a quanto pare anche un pezzo di carne senza diritti.
Ma me vado fiera perché la mia r… https://t.co/DUO70q4Q0Y","sono cinese, frocia e donna e a quanto pare anche un pezzo di carne senza diritti.
Ma me vado fiera perché la mia ragazza mi ama e sono cresciuta tra i traumi quindi sono abituata🥰🥰🥰",[]
Thu Aug 20 10:18:24 +0000 2020,Sergio,L'unico rosso che tollero è quello sulla bandiera,"E in Italia rompono il cazzo con quote rosa, lgbt, arcobaleno. Vedrete questi come li trattano trans e gay carissim… https://t.co/2Byfygp9P2","E in Italia rompono il cazzo con quote rosa, lgbt, arcobaleno. Vedrete questi come li trattano trans e gay carissimi COGLIONI di sinistra. Orfini questi te li tagliano i coglioni",[]
Thu Aug 20 11:09:38 +0000 2020,Angelo_siculo #IoVotoNO,📍Sicily 🧔🏻✊🏻♈️🗺🏳️‍🌈🐟 Sostenitore di @possibileit @PossibileLGBTI ANTIFASCISTA #nonunadimeno 👠 #SiIusSoli #facciamorete #FreePatrick #iovotono,"Anche lei è come loro? 
Addolorato?
No gay.
No, io sono frocio.
E cosa cambia?
Nulla sono all’antica.

#Saturnocontro #LGBTQ #facciamorete",,"[{'text': 'Saturnocontro', 'indices': [103, 117]}, {'text': 'LGBTQ', 'indices': [118, 124]}, {'text': 'facciamorete', 'indices': [125, 138]}]"
Thu Aug 20 11:21:25 +0000 2020,als 🤧,"that's not what i meant to say at all, i mean i am sick of meaning i just wanna hold you","@Ale1000C @albertolipo @Corriere e mi piange il cuore a pensare della transfobia nei luoghi lgbT (si, lgbt. col caz… https://t.co/LZBbLScSl3","@Ale1000C @albertolipo @Corriere e mi piange il cuore a pensare della transfobia nei luoghi lgbT (si, lgbt. col cazzo che la trasformiamo in quella grande cazzatta della lgb.) gli attivisti trans hanno ragione a lamentarsi. c'è poca informazione, poco rispetto, poca empatia. 8/?",[]
Thu Aug 20 13:06:51 +0000 2020,esterrefatta,"she/her/lei
profile pic by @lipsteria",@frontiere_zero @telaio ma infatti madonna l'ha rubato dalla comunità trans e/o queer nera statunitense che l'ho fa… https://t.co/wCQ52ust1R,"@frontiere_zero @telaio ma infatti madonna l'ha rubato dalla comunità trans e/o queer nera statunitense che l'ho facevano gareggiando e non in scantinati abbandonati, aiutandosi a vicenda e vivendo in comuni dove tutto era di tuttx",[]
Thu Aug 20 16:41:22 +0000 2020,Sh*t Person Xanax 🐬💖 #FreeBritney,"Try to touch the past. Try to deal with the past. It's not real. It's just a dream! In fact, it's as real as the future. #FreeBritney 𖤐 IG : BarbieXanax","A quindi tra gli uomini non includi gli uomini trans o gay?! 
Omofobia e transfobia baby.

Le donne trans sono donn… https://t.co/cFMGpkxa2x","A quindi tra gli uomini non includi gli uomini trans o gay?! 
Omofobia e transfobia baby.

Le donne trans sono donne
Gli uomini trans sono uomini",[]
Thu Aug 20 16:52:37 +0000 2020,_bad_universe_,"Attualmente alla ricerca di persone con senso di umanità.
Rispetto il pensiero di chiunque finché questo arriva a non rispettare l'altr* come essere umano.",Ah ma quindi credi che gli uomini trans e gli uomini gay non siano uomini? Omofobia e transfobia in una sola frase… https://t.co/tmp5l47FXU,Ah ma quindi credi che gli uomini trans e gli uomini gay non siano uomini? Omofobia e transfobia in una sola frase tesoro.,[]
Thu Aug 20 17:50:25 +0000 2020,Kendall Jender☂️,riso il lunedì. e il martedì. mi ammazzo | cc icon: @arojovela | ig: @moonaudia,@thoughtidcry ma poi non sto parlando delle persone trans lmao o solo le persone trans supportano i diritti delle p… https://t.co/CLpHk5bVlJ,@thoughtidcry ma poi non sto parlando delle persone trans lmao o solo le persone trans supportano i diritti delle persone trans? ma comunque mi sto rifacendo al tweet originale della tipa non è che ho cominciato a parlare delle persone trans a caso perché mi annoiavo,[]
Thu Aug 20 18:44:41 +0000 2020,giov/ blm,,Insomma raga io ho dormito qualche ora e B4rb13 X4n4x ha accusato un ragazzo trans di omofobia e transfobia. HAHASH… https://t.co/mwFPuxkwxU,Insomma raga io ho dormito qualche ora e B4rb13 X4n4x ha accusato un ragazzo trans di omofobia e transfobia. HAHASHSHSHSHSYSHSHSHAHAHAGAKAHSJsuahshshshd,[]
Fri Aug 21 13:10:25 +0000 2020,Ayle.,"Ayle ; Italy - 24y.o. / singer.
ㅡ music's the reason why you know time still exists.
(🌈)",@asqueerasfolk che schifo i froci,,[]
